x,lower_bound,upper_bound
0.0,-11.70216381577038,15.902232760892325
0.898876404494382,-11.541011735537356,16.014946343054717
1.797752808988764,-11.404332281776885,16.120527903321513
2.696629213483146,-11.28523502594623,16.145540320151397
3.595505617977528,-11.193825028103658,16.172702140404375
4.49438202247191,-11.10032704632584,16.19017092298604
5.393258426966292,-11.017474052787032,16.179743289488872
6.2921348314606735,-10.967313551397773,16.213232167743328
7.191011235955056,-10.936776356171746,16.20407337937744
8.089887640449438,-10.912803509497857,16.19415014284986
8.98876404494382,-10.899229010169057,16.169174500523017
9.887640449438202,-10.909657625717635,16.12643627321134
10.786516853932584,-10.922332076697263,16.04862521371071
11.685393258426966,-10.941899043628858,15.966035732759174
12.584269662921349,-10.98406512236239,15.860359224499843
13.48314606741573,-11.045037388330718,15.750495282630878
14.382022471910112,-11.116502761371946,15.600091504586663
15.280898876404494,-11.214441728966793,15.451309149092449
16.179775280898877,-11.340452705627104,15.295503005487948
17.078651685393258,-11.473016336460352,15.07623434967711
17.97752808988764,-11.627181782017793,14.865195013277468
18.876404494382022,-11.79767097081951,14.64512506616694
19.775280898876403,-11.985670487741217,14.440599195110435
20.674157303370787,-12.195727817547699,14.226953698359708
21.573033707865168,-12.414602120312749,14.02068544663403
22.47191011235955,-12.658260357187912,13.866464321987692
23.370786516853933,-12.912330241709531,13.666286186003745
24.269662921348317,-13.17292465444773,13.463045554819018
25.16853932584269,-13.43671344915463,13.255789261794371
26.06741573033708,-13.702894119342666,13.050148501703223
26.96629213483146,-13.97583313973278,12.873228078103743
27.865168539325843,-14.254736037206802,12.689781485201555
28.764044943820224,-14.54086939471485,12.515078871968132
29.662921348314605,-14.808875631132285,12.330209460008424
30.56179775280899,-15.070493639734265,12.157159103129247
31.46067415730337,-15.33484293418884,11.983838809170884
32.359550561797754,-15.586179923070205,11.750054894483574
33.258426966292134,-15.824569834355941,11.555024700608342
34.157303370786515,-16.078864852211055,11.358004080901843
35.056179775280896,-16.311040848964396,11.207817892626439
35.95505617977528,-16.54186400020826,11.047445286984635
36.853932584269664,-16.764713279086987,10.885957964692151
37.752808988764045,-16.99157558499697,10.719734973168913
38.651685393258425,-17.193344386817124,10.549561783870438
39.550561797752806,-17.392462614724426,10.374717658349152
40.44943820224719,-17.598609138217157,10.208046014362388
41.348314606741575,-17.786739251748735,10.036735600718991
42.24719101123596,-17.978937751994607,9.823367775000023
43.146067415730336,-18.169402576071015,9.623638656009092
44.04494382022472,-18.333965278840473,9.452251756145575
44.9438202247191,-18.508336676588872,9.298769771811331
45.842696629213485,-18.669260772898337,9.098380030206407
46.741573033707866,-18.82422514293452,8.913759631211716
47.640449438202246,-18.993803846060025,8.724322605550663
48.53932584269663,-19.19684159044299,8.534158673124288
49.43820224719101,-19.390549964903343,8.34823026745667
50.33707865168539,-19.558663482862727,8.137608698272167
51.235955056179776,-19.729857871761382,7.9137547264046395
52.13483146067416,-19.914485331041817,7.729518775447451
53.03370786516854,-20.112066239075737,7.540587210439907
53.93258426966292,-20.333578382113373,7.323853831755271
54.8314606741573,-20.479240829411133,7.156505954487659
55.73033707865169,-20.64668771049312,6.9463313565569695
56.62921348314607,-20.83436481032404,6.761472378116652
57.52808988764045,-21.024282424462534,6.590348588593277
58.42696629213483,-21.20718239599909,6.421324965036526
59.32584269662921,-21.40247724270424,6.29147816041286
60.2247191011236,-21.572371330050615,6.13306566927726
61.12359550561798,-21.750854477145282,5.968483907681187
62.02247191011236,-21.92682849044158,5.838721005578808
62.92134831460674,-22.099712056809658,5.709539373758406
63.82022471910112,-22.269961457579875,5.5721787764559885
64.71910112359551,-22.41713834860131,5.415706147202704
65.61797752808988,-22.601653027852567,5.292191364933549
66.51685393258427,-22.775871446221352,5.127786859507788
67.41573033707866,-22.941302243723754,4.97545612134279
68.31460674157303,-23.1210063754099,4.8130885671395545
69.21348314606742,-23.33793837896537,4.6827418252234665
70.11235955056179,-23.485685754802027,4.588871548160274
71.01123595505618,-23.63090663070597,4.483642859855135
71.91011235955057,-23.788960724202596,4.367795672943489
72.80898876404494,-23.9376361467085,4.316649863720459
73.70786516853933,-24.181695263752903,4.272210877746215
74.6067415730337,-24.38055173456175,4.217970489650585
75.0,-24.45903327978469,4.199580997846263
75.50561797752809,-24.62978128370415,4.1742262298828905
76.40449438202246,-24.850530980654668,4.123442940148179
77.30337078651685,-25.047395304200414,4.089968696060332
78.20224719101124,-25.143876158489462,4.044795307574033
79.10112359550561,-25.39105890775849,4.008996316326471
80.0,-25.60586923414794,3.9642202996839853
80.0,-25.60586923414794,3.9642202996839853
85.0,-26.860171030282885,4.0772146358545935
90.0,-27.791020322305364,4.402763827644312
95.0,-28.665291886532906,4.96110412343476
100.0,-29.23811368881224,5.410922558165652
105.0,-29.43356976260758,5.768375690124111
110.0,-29.313597469886826,6.156107468193143
115.0,-28.840492401457023,6.539611027240675
120.0,-28.0353539526117,6.8208795402262155
